congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
0,house,L000567,Lance,NJ,7,Republican,96,0.864583333333333,0.67152862,-1.1
115,house,L000567,Lance,NJ,7,R,96,0.864583333333333,0.67152862,-1.1
0,house,L000569,Luetkemeyer,MO,3,Republican,157,0.974522292993631,0.95515728,39
115,house,L000569,Luetkemeyer,MO,3,R,94,0.978723404255319,0.94964833,39
116,house,L000569,Luetkemeyer,MO,3,R,63,0.968253968253968,0.96337699,39
0,house,L000570,Luján,NM,3,Democrat,158,0.126582278481013,0.25947766,-15.1
115,house,L000570,Luján,NM,3,D,95,0.178947368421053,0.38902769,-15.1
116,house,L000570,Luján,NM,3,D,63,0.0476190476190476,0.06412445,-15.1
0,house,L000573,Labrador,ID,1,Republican,83,0.831325301204819,0.95378894,38.3
115,house,L000573,Labrador,ID,1,R,83,0.831325301204819,0.95378894,38.3
0,house,L000576,Long,MO,7,Republican,151,0.940397350993378,0.95917603,45.7
115,house,L000576,Long,MO,7,R,88,0.931818181818182,0.95179303,45.7
116,house,L000576,Long,MO,7,R,63,0.952380952380952,0.9694888,45.7
0,house,L000578,LaMalfa,CA,1,Republican,158,0.943037974683544,0.90704939,19.7
115,house,L000578,LaMalfa,CA,1,R,95,0.957894736842105,0.92334073,19.7
116,house,L000578,LaMalfa,CA,1,R,63,0.920634920634921,0.88248309,19.7
0,house,L000579,Lowenthal,CA,47,Democrat,155,0.103225806451613,0.15437836,-31.6
115,house,L000579,Lowenthal,CA,47,D,92,0.16304347826087,0.23210516,-31.6
116,house,L000579,Lowenthal,CA,47,D,63,0.0158730158730159,0.04087256,-31.6
0,house,L000580,Lujan Grisham,NM,1,Democrat,88,0.25,0.36514625,-16.5
115,house,L000580,Lujan Grisham,NM,1,D,88,0.25,0.36514625,-16.5
0,house,L000581,Lawrence,MI,14,Democrat,152,0.125,0.10673068,-60.9
115,house,L000581,Lawrence,MI,14,D,93,0.182795698924731,0.15466364,-60.9
116,house,L000581,Lawrence,MI,14,D,59,0.0338983050847458,0.03117534,-60.9
0,house,L000582,Lieu,CA,33,Democrat,151,0.125827814569536,0.12744925,-41.3
115,house,L000582,Lieu,CA,33,D,89,0.202247191011236,0.19087253,-41.3
116,house,L000582,Lieu,CA,33,D,62,0.0161290322580645,0.03640616,-41.3
0,house,L000583,Loudermilk,GA,11,Republican,150,0.92,0.93695386,25
115,house,L000583,Loudermilk,GA,11,R,93,0.881720430107527,0.93807485,25
116,house,L000583,Loudermilk,GA,11,R,57,0.982456140350877,0.93512487,25
0,house,L000584,Love,UT,4,Republican,94,0.957446808510638,0.81104426,6.7
115,house,L000584,Love,UT,4,R,94,0.957446808510638,0.81104426,6.7
0,house,L000585,LaHood,IL,18,Republican,158,0.949367088607595,0.94087032,27.3
115,house,L000585,LaHood,IL,18,R,96,0.947916666666667,0.94325825,27.3
116,house,L000585,LaHood,IL,18,R,62,0.951612903225806,0.93717289,27.3
0,house,L000586,Lawson,FL,5,Democrat,150,0.246666666666667,0.18647635,-25.4
115,house,L000586,Lawson,FL,5,D,90,0.377777777777778,0.27869439,-25.4
116,house,L000586,Lawson,FL,5,D,60,0.05,0.04814929,-25.4
0,house,L000587,Lewis,MN,2,Republican,93,0.903225806451613,0.71555471,1.2
115,house,L000587,Lewis,MN,2,R,93,0.903225806451613,0.71555471,1.2
0,house,L000588,Lamb,PA,17,Democrat,88,0.238636363636364,0.49574531,2.6
115,house,L000588,Lamb,PA,18,D,25,0.68,0.92584441,19.6
116,house,L000588,Lamb,PA,17,D,63,0.0634920634920635,0.32507106,2.6
0,house,L000589,Lesko,AZ,8,Republican,88,0.954545454545455,0.90734618,21.1
115,house,L000589,Lesko,AZ,8,R,25,0.92,0.93098534,21.1
116,house,L000589,Lesko,AZ,8,R,63,0.968253968253968,0.89796556,21.1
0,house,L000590,Lee,NV,3,Democrat,63,0.0634920634920635,0.26961647,1
116,house,L000590,Lee,NV,3,D,63,0.0634920634920635,0.26961647,1
0,house,L000591,Luria,VA,2,Democrat,63,0.0634920634920635,0.3556468,3.4
116,house,L000591,Luria,VA,2,D,63,0.0634920634920635,0.3556468,3.4
0,house,L000592,Levin,MI,9,Democrat,63,0.0158730158730159,0.10289588,-7.8
116,house,L000592,Levin,MI,9,D,63,0.0158730158730159,0.10289588,-7.8
0,house,L000593,Levin,CA,49,Democrat,63,0.0317460317460317,0.10563462,-7.5
116,house,L000593,Levin,CA,49,D,63,0.0317460317460317,0.10563462,-7.5
0,house,M000087,Maloney,NY,12,Democrat,156,0.108974358974359,0.10268964,-69.8
115,house,M000087,Maloney,NY,12,D,94,0.170212765957447,0.15225052,-69.8
116,house,M000087,Maloney,NY,12,D,62,0.0161290322580645,0.02754897,-69.8
0,house,M000312,McGovern,MA,2,Democrat,157,0.089171974522293,0.21973896,-19.4
115,house,M000312,McGovern,MA,2,D,94,0.138297872340426,0.33075806,-19.4
116,house,M000312,McGovern,MA,2,D,63,0.0158730158730159,0.05409141,-19.4
0,house,M001137,Meeks,NY,5,Democrat,152,0.164473684210526,0.10292533,-73
115,house,M001137,Meeks,NY,5,D,93,0.236559139784946,0.15031528,-73
116,house,M001137,Meeks,NY,5,D,59,0.0508474576271186,0.02822592,-73
0,house,M001143,McCollum,MN,4,Democrat,157,0.114649681528662,0.16077284,-30.9
115,house,M001143,McCollum,MN,4,D,94,0.170212765957447,0.24081699,-30.9
116,house,M001143,McCollum,MN,4,D,63,0.0317460317460317,0.0413419,-30.9
0,house,M001151,Murphy,PA,18,Republican,48,0.979166666666667,0.93314248,19.6
115,house,M001151,Murphy,PA,18,R,48,0.979166666666667,0.93314248,19.6
0,house,M001156,McHenry,NC,10,Republican,155,0.967741935483871,0.93443658,24.6
115,house,M001156,McHenry,NC,10,R,94,0.98936170212766,0.94184596,24.6
116,house,M001156,McHenry,NC,10,R,61,0.934426229508197,0.92301886,24.6
0,house,M001157,McCaul,TX,10,Republican,159,0.974842767295597,0.74674304,9.1
115,house,M001157,McCaul,TX,10,R,96,0.989583333333333,0.843801,9.1
116,house,M001157,McCaul,TX,10,R,63,0.952380952380952,0.59884518,9.1
0,house,M001158,Marchant,TX,24,Republican,150,0.94,0.68039072,6.2
115,house,M001158,Marchant,TX,24,R,94,0.946808510638298,0.80261462,6.2
116,house,M001158,Marchant,TX,24,R,56,0.928571428571429,0.47522919,6.2
0,house,M001159,McMorris Rodgers,WA,5,Republican,158,0.943037974683544,0.83028067,13.1
115,house,M001159,McMorris Rodgers,WA,5,R,96,0.979166666666667,0.88456487,13.1
116,house,M001159,McMorris Rodgers,WA,5,R,62,0.887096774193548,0.74622772,13.1
0,house,M001160,Moore,WI,4,Democrat,153,0.0784313725490196,0.11516129,-52.2
115,house,M001160,Moore,WI,4,D,91,0.10989010989011,0.1715879,-52.2
116,house,M001160,Moore,WI,4,D,62,0.032258064516129,0.03234158,-52.2
0,house,M001163,Matsui,CA,6,Democrat,158,0.120253164556962,0.12864856,-44.8
115,house,M001163,Matsui,CA,6,D,95,0.178947368421053,0.19113716,-44.8
116,house,M001163,Matsui,CA,6,D,63,0.0317460317460317,0.03441972,-44.8
0,house,M001165,McCarthy,CA,23,Republican,157,0.980891719745223,0.92174856,22
115,house,M001165,McCarthy,CA,23,R,94,0.98936170212766,0.93212444,22
116,house,M001165,McCarthy,CA,23,R,63,0.968253968253968,0.90626708,22
0,house,M001166,McNerney,CA,9,Democrat,153,0.130718954248366,0.22746961,-18.6
115,house,M001166,McNerney,CA,9,D,93,0.193548387096774,0.33711946,-18.6
116,house,M001166,McNerney,CA,9,D,60,0.0333333333333333,0.05751235,-18.6
0,house,M001177,McClintock,CA,4,Republican,158,0.873417721518987,0.85441437,14.7
115,house,M001177,McClintock,CA,4,R,95,0.810526315789474,0.89659049,14.7
116,house,M001177,McClintock,CA,4,R,63,0.968253968253968,0.79081546,14.7
0,house,M001179,Marino,PA,12,Republican,96,0.979166666666667,0.95480231,36.4
115,house,M001179,Marino,PA,10,R,91,0.978021978021978,0.95231987,36
116,house,M001179,Marino,PA,12,R,5,1,0.99998273,36.4
0,house,M001180,McKinley,WV,1,Republican,159,0.949685534591195,0.95686178,41.6
115,house,M001180,McKinley,WV,1,R,96,0.979166666666667,0.95079332,41.6
116,house,M001180,McKinley,WV,1,R,63,0.904761904761905,0.96610895,41.6
0,house,M001181,Meehan,PA,7,Republican,71,0.887323943661972,0.6253992,-2.3
115,house,M001181,Meehan,PA,7,R,71,0.887323943661972,0.6253992,-2.3
0,house,M001184,Massie,KY,4,Republican,156,0.692307692307692,0.95684423,35.9
115,house,M001184,Massie,KY,4,R,96,0.625,0.94994826,35.9
116,house,M001184,Massie,KY,4,R,60,0.8,0.96787778,35.9
0,house,M001185,Maloney,NY,18,Democrat,156,0.230769230769231,0.55426452,1.9
115,house,M001185,Maloney,NY,18,D,93,0.354838709677419,0.72662854,1.9
116,house,M001185,Maloney,NY,18,D,63,0.0476190476190476,0.2998224,1.9
0,house,M001187,Meadows,NC,11,Republican,154,0.909090909090909,0.9500837,29.2
115,house,M001187,Meadows,NC,11,R,93,0.89247311827957,0.95450611,29.2
116,house,M001187,Meadows,NC,11,R,61,0.934426229508197,0.94334133,29.2
0,house,M001188,Meng,NY,6,Democrat,155,0.129032258064516,0.15015702,-33
115,house,M001188,Meng,NY,6,D,93,0.204301075268817,0.2231871,-33
116,house,M001188,Meng,NY,6,D,62,0.0161290322580645,0.04061189,-33
0,house,M001189,Messer,IN,6,Republican,92,0.945652173913043,0.95631348,40.3
115,house,M001189,Messer,IN,6,R,92,0.945652173913043,0.95631348,40.3
0,house,M001190,Mullin,OK,2,Republican,155,0.941935483870968,0.95812782,50.1
115,house,M001190,Mullin,OK,2,R,94,0.925531914893617,0.94953171,50.1
116,house,M001190,Mullin,OK,2,R,61,0.967213114754098,0.97137428,50.1
0,house,M001193,MacArthur,NJ,3,Republican,96,0.947916666666667,0.80450741,6.2
115,house,M001193,MacArthur,NJ,3,R,96,0.947916666666667,0.80450741,6.2
0,house,M001194,Moolenaar,MI,4,Republican,159,0.968553459119497,0.93376068,24.8
115,house,M001194,Moolenaar,MI,4,R,96,0.989583333333333,0.93895541,24.8
116,house,M001194,Moolenaar,MI,4,R,63,0.936507936507937,0.9258449,24.8
0,house,M001195,Mooney,WV,2,Republican,159,0.867924528301887,0.95401426,36.4
115,house,M001195,Mooney,WV,2,R,96,0.84375,0.95009742,36.4
116,house,M001195,Mooney,WV,2,R,63,0.904761904761905,0.95998278,36.4
0,house,M001196,Moulton,MA,6,Democrat,153,0.156862745098039,0.23930389,-17.9
115,house,M001196,Moulton,MA,6,D,94,0.234042553191489,0.35149174,-17.9
116,house,M001196,Moulton,MA,6,D,59,0.0338983050847458,0.06056393,-17.9
115,house,M001197,McSally,AZ,2,R,96,0.96875,0.59050485,-4.9
0,house,M001198,Marshall,KS,1,Republican,156,0.980769230769231,0.95733217,45
115,house,M001198,Marshall,KS,1,R,96,0.979166666666667,0.95065581,45
116,house,M001198,Marshall,KS,1,R,60,0.983333333333333,0.96801436,45
0,house,M001199,Mast,FL,18,Republican,152,0.914473684210526,0.76072959,9.2
115,house,M001199,Mast,FL,18,R,96,0.927083333333333,0.84500573,9.2
116,house,M001199,Mast,FL,18,R,56,0.892857142857143,0.6162562,9.2
0,house,M001200,McEachin,VA,4,Democrat,139,0.151079136690647,0.22433138,-21.6
115,house,M001200,McEachin,VA,4,D,92,0.206521739130435,0.30622935,-21.6
116,house,M001200,McEachin,VA,4,D,47,0.0425531914893617,0.06402044,-21.6
0,house,M001201,Mitchell,MI,10,Republican,157,0.961783439490446,0.94922259,32.2
115,house,M001201,Mitchell,MI,10,R,96,0.96875,0.94819192,32.2
116,house,M001201,Mitchell,MI,10,R,61,0.950819672131147,0.95084465,32.2
0,house,M001202,Murphy,FL,7,Democrat,158,0.329113924050633,0.36476442,-7.3
115,house,M001202,Murphy,FL,7,D,95,0.505263157894737,0.53534688,-7.3
116,house,M001202,Murphy,FL,7,D,63,0.0634920634920635,0.10753689,-7.3
0,house,M001203,Malinowski,NJ,7,Democrat,63,0.0476190476190476,0.20959424,-1.1
116,house,M001203,Malinowski,NJ,7,D,63,0.0476190476190476,0.20959424,-1.1
0,house,M001204,Meuser,PA,9,Republican,60,0.983333333333333,0.95400126,34
116,house,M001204,Meuser,PA,9,R,60,0.983333333333333,0.95400126,34
0,house,M001205,Miller,WV,3,Republican,63,1,0.97176418,49.2
116,house,M001205,Miller,WV,3,R,63,1,0.97176418,49.2
0,house,M001206,Morelle,NY,25,Democrat,66,0.0757575757575758,0.08785382,-16.4
115,house,M001206,Morelle,NY,25,D,3,0.666666666666667,0.66161867,-16.4
116,house,M001206,Morelle,NY,25,D,63,0.0476190476190476,0.06053168,-16.4
0,house,M001207,Mucarsel-Powell,FL,26,Democrat,63,0.0476190476190476,0.06078785,-16.3
116,house,M001207,Mucarsel-Powell,FL,26,D,63,0.0476190476190476,0.06078785,-16.3
0,house,M001208,McBath,GA,6,Democrat,63,0.0476190476190476,0.28607481,1.5
116,house,M001208,McBath,GA,6,D,63,0.0476190476190476,0.28607481,1.5
0,house,M001209,McAdams,UT,4,Democrat,63,0.174603174603175,0.49510179,6.7
116,house,M001209,McAdams,UT,4,D,63,0.174603174603175,0.49510179,6.7
0,house,M001210,Murphy,NC,3,Republican,18,1,0.91390838,23.6
116,house,M001210,Murphy,NC,3,R,18,1,0.91390838,23.6
0,house,N000002,Nadler,NY,10,Democrat,152,0.111842105263158,0.11023653,-59.5
115,house,N000002,Nadler,NY,10,D,92,0.173913043478261,0.16926702,-59.5
116,house,N000002,Nadler,NY,10,D,60,0.0166666666666667,0.0197231,-59.5
0,house,N000015,Neal,MA,1,Democrat,155,0.141935483870968,0.21182085,-20.7
115,house,N000015,Neal,MA,1,D,94,0.202127659574468,0.3147331,-20.7
116,house,N000015,Neal,MA,1,D,61,0.0491803278688525,0.05323477,-20.7
0,house,N000127,Nolan,MN,8,Democrat,90,0.277777777777778,0.90370778,15.6
115,house,N000127,Nolan,MN,8,D,90,0.277777777777778,0.90370778,15.6
0,house,N000179,Napolitano,CA,32,Democrat,144,0.104166666666667,0.14550098,-38.9
115,house,N000179,Napolitano,CA,32,D,81,0.160493827160494,0.22997677,-38.9
116,house,N000179,Napolitano,CA,32,D,63,0.0317460317460317,0.03688926,-38.9
0,house,N000181,Nunes,CA,22,Republican,154,0.974025974025974,0.75330589,9.5
115,house,N000181,Nunes,CA,22,R,92,0.989130434782609,0.84638891,9.5
116,house,N000181,Nunes,CA,22,R,62,0.951612903225806,0.6151827,9.5
0,house,N000184,Noem,SD,0,Republican,90,0.922222222222222,0.94601119,29.79332222
115,house,N000184,Noem,SD,0,R,90,0.922222222222222,0.94601119,29.79332222
0,house,N000188,Norcross,NJ,1,Democrat,155,0.129032258064516,0.18596012,-24.5
115,house,N000188,Norcross,NJ,1,D,92,0.206521739130435,0.28119553,-24.5
116,house,N000188,Norcross,NJ,1,D,63,0.0158730158730159,0.04688619,-24.5
0,house,N000189,Newhouse,WA,4,Republican,153,0.928104575163399,0.92633687,22.8
115,house,N000189,Newhouse,WA,4,R,90,0.966666666666667,0.93586015,22.8
116,house,N000189,Newhouse,WA,4,R,63,0.873015873015873,0.9127322,22.8
0,house,N000190,Norman,SC,5,Republican,122,0.909836065573771,0.88041483,18.5
115,house,N000190,Norman,SC,5,R,62,0.838709677419355,0.89640151,18.5
116,house,N000190,Norman,SC,5,R,60,0.983333333333333,0.86389525,18.5
0,house,N000191,Neguse,CO,2,Democrat,63,0.0317460317460317,0.05098053,-21.3
116,house,N000191,Neguse,CO,2,D,63,0.0317460317460317,0.05098053,-21.3
0,house,O000168,Olson,TX,22,Republican,154,0.961038961038961,0.71965539,7.9
115,house,O000168,Olson,TX,22,R,94,0.968085106382979,0.82769772,7.9
116,house,O000168,Olson,TX,22,R,60,0.95,0.55038908,7.9
0,house,O000170,O’Rourke,TX,16,Democrat,93,0.301075268817204,0.18773679,-40.7
115,house,O000170,O’Rourke,TX,16,D,93,0.301075268817204,0.18773679,-40.7
0,house,O000171,O’Halleran,AZ,1,Democrat,159,0.345911949685535,0.54035158,1.1
115,house,O000171,O’Halleran,AZ,1,D,96,0.541666666666667,0.71590437,1.1
116,house,O000171,O’Halleran,AZ,1,D,63,0.0476190476190476,0.27284257,1.1
0,house,O000172,Ocasio-Cortez,NY,14,Democrat,63,0.142857142857143,0.03010123,-57.9
116,house,O000172,Ocasio-Cortez,NY,14,D,63,0.142857142857143,0.03010123,-57.9
0,house,O000173,Omar,MN,5,Democrat,61,0.0491803278688525,0.0318853,-55.2
116,house,O000173,Omar,MN,5,D,61,0.0491803278688525,0.0318853,-55.2
0,house,P000034,Pallone,NJ,6,Democrat,158,0.0759493670886076,0.25426377,-15.6
115,house,P000034,Pallone,NJ,6,D,95,0.115789473684211,0.38131897,-15.6
116,house,P000034,Pallone,NJ,6,D,63,0.0158730158730159,0.0626726,-15.6
0,house,P000096,Pascrell,NJ,9,Democrat,156,0.134615384615385,0.15751849,-31.2
115,house,P000096,Pascrell,NJ,9,D,93,0.21505376344086,0.2363567,-31.2
116,house,P000096,Pascrell,NJ,9,D,63,0.0158730158730159,0.04113828,-31.2
0,house,P000197,Pelosi,CA,12,Democrat,115,0.182608695652174,0.13135893,-77.5
115,house,P000197,Pelosi,CA,12,D,91,0.208791208791209,0.14891712,-77.5
116,house,P000197,Pelosi,CA,12,D,24,0.0833333333333333,0.06478413,-77.5
0,house,P000258,Peterson,MN,7,Democrat,153,0.490196078431373,0.95155281,30.8
115,house,P000258,Peterson,MN,7,D,91,0.67032967032967,0.94640676,30.8
116,house,P000258,Peterson,MN,7,D,62,0.225806451612903,0.95910588,30.8
0,house,P000523,Price,NC,4,Democrat,158,0.132911392405063,0.13707462,-40
115,house,P000523,Price,NC,4,D,95,0.189473684210526,0.20384318,-40
116,house,P000523,Price,NC,4,D,63,0.0476190476190476,0.03639188,-40
0,house,P000588,Pearce,NM,2,Republican,93,0.89247311827957,0.85549881,10.2
115,house,P000588,Pearce,NM,2,R,93,0.89247311827957,0.85549881,10.2
0,house,P000592,Poe,TX,2,Republican,91,0.923076923076923,0.84409092,9.3
115,house,P000592,Poe,TX,2,R,91,0.923076923076923,0.84409092,9.3
0,house,P000593,Perlmutter,CO,7,Democrat,157,0.191082802547771,0.29573853,-12
115,house,P000593,Perlmutter,CO,7,D,95,0.284210526315789,0.44175252,-12
116,house,P000593,Perlmutter,CO,7,D,62,0.0483870967741935,0.07200741,-12
0,house,P000594,Paulsen,MN,3,Republican,96,0.96875,0.49584968,-9.4
115,house,P000594,Paulsen,MN,3,R,96,0.96875,0.49584968,-9.4
0,house,P000597,Pingree,ME,1,Democrat,156,0.115384615384615,0.26117321,-14.8
115,house,P000597,Pingree,ME,1,D,93,0.182795698924731,0.39403659,-14.8
116,house,P000597,Pingree,ME,1,D,63,0.0158730158730159,0.06504156,-14.8
0,house,P000598,Polis,CO,2,Democrat,88,0.170454545454545,0.29543414,-21.3
115,house,P000598,Polis,CO,2,D,88,0.170454545454545,0.29543414,-21.3
0,house,P000599,Posey,FL,8,Republican,156,0.897435897435897,0.91554107,20.7
115,house,P000599,Posey,FL,8,R,93,0.89247311827957,0.93021236,20.7
116,house,P000599,Posey,FL,8,R,63,0.904761904761905,0.89388346,20.7
0,house,P000601,Palazzo,MS,4,Republican,154,0.967532467532468,0.95819164,41.2
115,house,P000601,Palazzo,MS,4,R,92,0.956521739130435,0.95348818,41.2
116,house,P000601,Palazzo,MS,4,R,62,0.983870967741935,0.96517098,41.2
0,house,P000604,Payne,NJ,10,Democrat,141,0.0851063829787234,0.08895225,-72.4
115,house,P000604,Payne,NJ,10,D,87,0.114942528735632,0.12493285,-72.4
116,house,P000604,Payne,NJ,10,D,54,0.037037037037037,0.03098351,-72.4
0,house,P000605,Perry,PA,10,Republican,157,0.89171974522293,0.79618842,8.9
115,house,P000605,Perry,PA,4,R,95,0.852631578947368,0.93069518,21.5
116,house,P000605,Perry,PA,10,R,62,0.951612903225806,0.59008935,8.9
0,house,P000606,Pittenger,NC,9,Republican,91,0.978021978021978,0.87321864,11.6
115,house,P000606,Pittenger,NC,9,R,91,0.978021978021978,0.87321864,11.6
0,house,P000607,Pocan,WI,2,Democrat,149,0.0939597315436242,0.14324028,-36.8
115,house,P000607,Pocan,WI,2,D,86,0.127906976744186,0.22040846,-36.8
116,house,P000607,Pocan,WI,2,D,63,0.0476190476190476,0.03789959,-36.8
0,house,P000608,Peters,CA,52,Democrat,156,0.224358974358974,0.19693438,-22.5
115,house,P000608,Peters,CA,52,D,94,0.351063829787234,0.29378561,-22.5
116,house,P000608,Peters,CA,52,D,62,0.032258064516129,0.05009541,-22.5
0,house,P000609,Palmer,AL,6,Republican,157,0.936305732484076,0.96351937,44.7
115,house,P000609,Palmer,AL,6,R,94,0.925531914893617,0.96001532999999994,44.7
116,house,P000609,Palmer,AL,6,R,63,0.952380952380952,0.96874763,44.7
0,house,P000611,Poliquin,ME,2,Republican,95,0.968421052631579,0.85950077,10.3
115,house,P000611,Poliquin,ME,2,R,95,0.968421052631579,0.85950077,10.3
0,house,P000613,Panetta,CA,20,Democrat,159,0.188679245283019,0.12453069,-47.2
115,house,P000613,Panetta,CA,20,D,96,0.28125,0.18425052,-47.2
116,house,P000613,Panetta,CA,20,D,63,0.0476190476190476,0.03352905,-47.2
0,house,P000614,Pappas,NH,1,Democrat,63,0.0634920634920635,0.28946393,1.6
116,house,P000614,Pappas,NH,1,D,63,0.0634920634920635,0.28946393,1.6
0,house,P000615,Pence,IN,6,Republican,62,1,0.96600657,40.3
116,house,P000615,Pence,IN,6,R,62,1,0.96600657,40.3
0,house,P000616,Phillips,MN,3,Democrat,63,0.0476190476190476,0.09035214,-9.4
116,house,P000616,Phillips,MN,3,D,63,0.0476190476190476,0.09035214,-9.4
0,house,P000617,Pressley,MA,7,Democrat,63,0.0634920634920635,0.02659886,-72.2
116,house,P000617,Pressley,MA,7,D,63,0.0634920634920635,0.02659886,-72.2
0,house,P000618,Porter,CA,45,Democrat,62,0.0483870967741935,0.13043424,-5.4
116,house,P000618,Porter,CA,45,D,62,0.0483870967741935,0.13043424,-5.4
0,house,Q000023,Quigley,IL,5,Democrat,155,0.161290322580645,0.12356606,-46.6
115,house,Q000023,Quigley,IL,5,D,93,0.236559139784946,0.18308451,-46.6
116,house,Q000023,Quigley,IL,5,D,62,0.0483870967741935,0.03428839,-46.6
0,house,R000395,Rogers,KY,5,Republican,152,0.973684210526316,0.95742033,62.1
115,house,R000395,Rogers,KY,5,R,89,0.98876404494382,0.94316321,62.1
116,house,R000395,Rogers,KY,5,R,63,0.952380952380952,0.97756134,62.1
0,house,R000409,Rohrabacher,CA,48,Republican,95,0.842105263157895,0.65805207,-1.7
115,house,R000409,Rohrabacher,CA,48,R,95,0.842105263157895,0.65805207,-1.7
0,house,R000435,Ros-Lehtinen,FL,27,Republican,89,0.707865168539326,0.32192644,-19.6
115,house,R000435,Ros-Lehtinen,FL,27,R,89,0.707865168539326,0.32192644,-19.6
0,house,R000486,Roybal-Allard,CA,40,Democrat,157,0.10828025477707,0.10234684,-69.4
115,house,R000486,Roybal-Allard,CA,40,D,94,0.159574468085106,0.15271129,-69.4
116,house,R000486,Roybal-Allard,CA,40,D,63,0.0317460317460317,0.02719988,-69.4
0,house,R000487,Royce,CA,39,Republican,95,0.978947368421053,0.5139066,-8.6
115,house,R000487,Royce,CA,39,R,95,0.978947368421053,0.5139066,-8.6
0,house,R000515,Rush,IL,1,Democrat,131,0.106870229007634,0.12345584,-54
115,house,R000515,Rush,IL,1,D,71,0.154929577464789,0.20004953,-54
116,house,R000515,Rush,IL,1,D,60,0.05,0.03281998,-54
0,house,R000570,Ryan,WI,1,Republican,22,0.954545454545455,0.73244553,10.3
115,house,R000570,Ryan,WI,1,R,22,0.954545454545455,0.73244553,10.3
0,house,R000575,Rogers,AL,3,Republican,156,0.967948717948718,0.94993869,33
115,house,R000575,Rogers,AL,3,R,96,0.958333333333333,0.94868333,33
116,house,R000575,Rogers,AL,3,R,60,0.983333333333333,0.95194727,33
0,house,R000576,Ruppersberger,MD,2,Democrat,158,0.20253164556962,0.18750394,-24.4
115,house,R000576,Ruppersberger,MD,2,D,95,0.305263157894737,0.28068227,-24.4
116,house,R000576,Ruppersberger,MD,2,D,63,0.0476190476190476,0.04699693,-24.4
0,house,R000577,Ryan,OH,13,Democrat,145,0.172413793103448,0.40439884,-6.5
115,house,R000577,Ryan,OH,13,D,95,0.231578947368421,0.5523968,-6.5
116,house,R000577,Ryan,OH,13,D,50,0.06,0.12320272,-6.5
0,house,R000578,Reichert,WA,8,Republican,93,0.924731182795699,0.62860571,-3
115,house,R000578,Reichert,WA,8,R,93,0.924731182795699,0.62860571,-3
0,house,R000580,Roskam,IL,6,Republican,94,0.946808510638298,0.54990447,-7
115,house,R000580,Roskam,IL,6,R,94,0.946808510638298,0.54990447,-7
0,house,R000582,Roe,TN,1,Republican,158,0.955696202531646,0.9590042,57
115,house,R000582,Roe,TN,1,R,96,0.958333333333333,0.94844087,57
116,house,R000582,Roe,TN,1,R,62,0.951612903225806,0.97536031,57
0,house,R000583,Rooney,FL,17,Republican,88,0.977272727272727,0.93988745,27.2
115,house,R000583,Rooney,FL,17,R,88,0.977272727272727,0.93988745,27.2
0,house,R000585,Reed,NY,23,Republican,153,0.915032679738562,0.85337291,14.8
115,house,R000585,Reed,NY,23,R,91,0.967032967032967,0.89487071,14.8
116,house,R000585,Reed,NY,23,R,62,0.838709677419355,0.79246485,14.8
0,house,R000586,Renacci,OH,16,Republican,89,0.943820224719101,0.92095859,16.6
115,house,R000586,Renacci,OH,16,R,89,0.943820224719101,0.92095859,16.6
0,house,R000588,Richmond,LA,2,Democrat,146,0.102739726027397,0.10788342,-52.4
115,house,R000588,Richmond,LA,2,D,87,0.149425287356322,0.15819325,-52.4
116,house,R000588,Richmond,LA,2,D,59,0.0338983050847458,0.03369774,-52.4
0,house,R000591,Roby,AL,2,Republican,157,0.949044585987261,0.95014902,31.9
115,house,R000591,Roby,AL,2,R,95,0.957894736842105,0.94744166,31.9
116,house,R000591,Roby,AL,2,R,62,0.935483870967742,0.95429738,31.9
0,house,R000592,Rokita,IN,4,Republican,93,0.903225806451613,0.94844154,34.1
115,house,R000592,Rokita,IN,4,R,93,0.903225806451613,0.94844154,34.1
0,house,R000593,Ross,FL,15,Republican,92,0.978260869565217,0.85471593,10
115,house,R000593,Ross,FL,15,R,92,0.978260869565217,0.85471593,10
0,house,R000597,Rice,SC,7,Republican,156,0.948717948717949,0.90224236,18.9
115,house,R000597,Rice,SC,7,R,95,0.947368421052632,0.92048862,18.9
116,house,R000597,Rice,SC,7,R,61,0.950819672131147,0.87382606,18.9
0,house,R000598,Rothfus,PA,12,Republican,96,0.885416666666667,0.92815327,20.8
115,house,R000598,Rothfus,PA,12,R,96,0.885416666666667,0.92815327,20.8
0,house,R000599,Ruiz,CA,36,Democrat,158,0.240506329113924,0.34083372,-8.8
115,house,R000599,Ruiz,CA,36,D,95,0.368421052631579,0.50407301,-8.8
116,house,R000599,Ruiz,CA,36,D,63,0.0476190476190476,0.09467924,-8.8
0,house,R000601,Ratcliffe,TX,4,Republican,155,0.92258064516129,0.96065774,53.6
115,house,R000601,Ratcliffe,TX,4,R,95,0.905263157894737,0.9529847,53.6
116,house,R000601,Ratcliffe,TX,4,R,60,0.95,0.97280672,53.6
0,house,R000602,Rice,NY,4,Democrat,155,0.193548387096774,0.3247623,-9.6
115,house,R000602,Rice,NY,4,D,93,0.301075268817204,0.48117209,-9.6
116,house,R000602,Rice,NY,4,D,62,0.032258064516129,0.09014762,-9.6
